8
32

1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1
-1, -1, -1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, -1, -1, -1, -1, -1
-1, -1, -1, -1, -1, -1, -1, -1, -1

-0.626812, -1.91467, -0.895433, -1.58231, -0.736402, -0.971832, -0.457138, -1.31675, -1.41397
-2.1531, -0.963734, -1.1385, -0.879932, -1.11124, -0.958666, -1.09809, -0.632441, -0.177743
-0.0638815, 0.142036, 0.598982, 0.93356, 1.24711, 1.18429, 0.972283, 0.946349, 1.2276
1.00931, 0.774262, 1.10728, 0.962862, 1.01932, 0.984912, 1.002, 1.07659, 1.05853
0.617843, 0.916308, 0.836012, 1.02491, 1.08778, 1.05859, 0.865579, 1.07572, 0.587801
0.990927, 0.993884, 1.02464, 0.980229, 1.01789, 0.981962, 1.01569, 0.94991, 1.23769
1.42003, 1.06074, 1.08122, 0.810544, 0.967934, 1.10097, 1.07423, 1.02401, 0.912788
0.947703, 0.950627, 1.00442, 1.00619, 0.993338, 1.0084, 0.990708, 1.00146, 0.880714
0.878451, 0.868786, 1.08564, 1.2934, 0.722061, 0.884766, 1.11913, 1.09029, 1.03468
1.13557, 1.0463, 0.94635, 1.02341, 0.989291, 1.00188, 1.02204, 0.939801, 0.937315
1.52088, 0.963161, 0.959633, 0.899466, 1.45455, 0.758664, 0.678863, 1.05077, 1.37662
1.11156, 1.02202, 1.07924, 0.911579, 1.087, 0.889019, 1.2012, 0.777635, 0.138146
0.384892, 0.128427, -0.158358, -0.608685, -0.926771, -1.62154, -1.15621, -0.783419, -0.358506
